sentence_1,sentence_2,similarity,split
"L'axe majeur du quartier, constitué par le boulevard Gambetta et le boulevard Sainte-Beuve (qui ont donné leurs noms au quartier), longe la mer et les quais du port sur 3 km.","La ville haute, ceinte de remparts, est très pittoresque.",0.0,train
"L'effet de l'ATX sur la mortalité maternelle, la morbidité sévère et les événements thromboemboliques est incertain (preuves de faible qualité).",Les études étaient trop petites pour détecter l'effet de l'ATX sur la mortalité maternelle ou les caillots sanguins problématiques.,3.3,test
L'enfumage est une technique utilisée pour calmer les abeilles lorsqu'on ouvre la ruche.,"En effet, la fumée fait paraître un incendie aux abeilles qui, affolées, s'occupent de récupérer des réserves de miel dans leur jabot plus que de défendre leur ruche de l'apiculteur.",1.8,train
L'enfumage est une technique utilisée pour calmer les abeilles lorsqu'on ouvre la ruche.,"Par contre, les apiculteurs utilisent toujours (ou presque) un outil pour calmer les abeilles en envoyant de la fumée, il s'agit d'un enfumoir.",2.5,test
"L'enregistrement de l'activité cérébrale peut se faire par l'utilisation d'électrodes, soit collées au crâne comme dans le cas d'électro-encéphalographie, soit implantées à l'intérieur du cerveau pour des enregistrements extracellulaires, qui peuvent détecter les potentiels d'action générés par des neurones individuels.","L'EEG, ou électroencéphalogramme, est l'enregistrement de l'activité électrique du cerveau.",2.1,train
L'équipe est membre de la Division Atlantique de l'Association de l'Est dans la Ligue nationale de hockey.,Au cours des années les Canadiens ont eu certains des meilleurs joueurs dans la Ligue Nationale de Hockey.,0.6,test
"L'espèce est en danger de disparition, le déclin des populations étant principalement dû à la déforestation et au braconnage pour sa chair.",Il ne reste plus que 10 000 et 20 000 bonobos.,0.8,test
L'essaimage permet de multiplier le nombre des colonies.,Capturer des essaims sortis de ses ruches ou de colonies voisines pour les mettre dans une ruche vide.,1.2,train
"L'essor des monocultures convient bien à ce genre de technique, puisque la floraison des arbres fruitiers n'est pas simultanée.",Certains apiculteurs (en général professionnels) déplacent leurs ruches pour les rapprocher des espaces fleuris selon la saison.,0.5,test
"L'essor des monocultures convient bien à ce genre de technique, puisque la floraison des arbres fruitiers n'est pas simultanée.","D'autre part, lorsqu'il y a une floraison importante comme le romarin, le châtaignier, l'acacia ou la lavande, les abeilles vont aller principalement sur cette fleur pendant cette période.",0.3,test
"L'extraction peut se faire par écoulement, les cadres couchés et le miel s'écoulant naturellement (une face après l'autre).","Une fois les cadres remplis de miel prélevés et sans abeilles, ils sont transportés pour les opérations suivantes et l'extraction du miel.",0.5,test
L'hémorragie post-partum (HPP) est une complication fréquente et potentiellement mortelle de l'accouchement.,L'hémorragie post-partum est un problème courant et une complication engageant parfois le pronostic vital lors de l'accouchement.,4.4,train
L'histoire entre les Canadiens et le Forum se termine le 11 mars 1996.,"Le 11 mars 1996, le Forum de Montréal a fermé.",2.3,test
"L'homme est également plus proche des deux espèces de chimpanzé qu'il ne l'est d'autres primates, comme le gorille dont la divergence remonte à environ 8 millions d'années.","Le chimpanzé pygmée, ou bonobo est un grand singe d'Afrique.",0.2,test
L'hypersalivation peut être un problème stigmatisant et embarrassant et peut affecter la qualité de vie et entraîner un arrêt du traitement à base de neuroleptiques.,"Ce peut être un problème stigmatisant et embarrassant qui peut affecter la qualité de vie et amener les personnes à arrêter leur traitement, ce qui peut entraîner des rechutes et un retour à l'hôpital.",3.2,train
L'infanterie du BM 2 sera la plus éprouvée au cours de la bataille,La bataille de Bir Hakeim oppose les Français aux Allemands au cours de la Seconde Guerre mondiale.,0.0,train
"L'objectif de cette revue systématique était d'évaluer l'efficacité des agents gonflants, des antispasmodiques et des antidépresseurs dans le traitement du syndrome du côlon irritable.",Cette revue évalue l'efficacité des traitements pharmacologiques chez les patients atteints de syndrome du côlon irritable (SCI).,3.2,test
L'opium a été un objet de commerce pendant des siècles pour ses effets sédatifs.,"Historiquement, l'opium a joué un rôle non négligeable du fait de l'importance de son commerce.",1.8,test
L'opium est une préparation psychotrope obtenue à partir du latex du pavot somnifère.,L'opium est le nom donné au latex séché du pavot.,3.0,test
"L'oto-rhino-laryngologie ou otorhinolaryngologie (littéralement « étude de l'oreille, du nez et du larynx ») représente une branche de la médecine spécialisée dans le diagnostic et le traitement des troubles du nez, de la gorge, de l'oreille, et de la région tête et cou.","L'oto-rhino-laryngologie est une spécialité médicale qui étudie les domaines du nez, des oreilles et de la gorge.",3.2,test
L'utilisation d'acétate de zuclopenthixol peut avoir pour conséquence un moins grand nombre d'injections forcées et de faibles doses du médicament peuvent être aussi efficaces que des doses plus importantes.,L'acétate de zuclopenthixol peut avoir pour conséquence un moins grand nombre d'injections forcées (où une contention du patient est nécessaire pour permettre le traitement).,3.3,test
"L'utilisation de ce produit n'est pas recommandée chez l'enfant de moins de 4 ans, en raison de la technique anesthésique non adaptée avant cet âge.","Ce médicament est indiqué chez l'adulte et l'enfant de plus de 4 ans, pour l'anesthésie locale ou loco-régionale en pratique odonto-stomatologique.",1.9,test
La Bécasse de mer (Macroramphosus scolopax) est une espèce de poisson aussi appelé Trompette.,La Bécasse de mer (nom scientifique : Macroramphosus scolopax) est un poisson marin.,2.4,test
La capécitabine a une influence mineure ou modérée sur l'aptitude à conduire des véhicules et à utiliser des machines.,Il est par conséquent possible que capecitabine eg affecte votre aptitude à conduire un véhicule ou à utiliser des machines.,4.1,train
"La capécitabine doit seulement être prescrite par un médecin qualifié, expérimenté dans l'utilisation des anti-cancéreux.",Capecitabine EG doit uniquement être prescrit par un médecin expérimenté dans l'utilisation des médicaments anticancéreux.,4.6,train
"La capécitabine peut provoquer des sensations de vertige, de fatigue et des nausées.","Capecitabine EG peut vous donner des vertiges, des nausées ou de la fatigue.",4.6,train
"La caténaire (du latin catena, chaîne) est constituée d'un ou de deux fils de contact suspendus par des pendules à un ou deux câbles porteurs.","En ce qui concerne les tramways, ce mode d'alimentation par les caténaires est appelé ligne aérienne de contact (L.A.C), et ne se compose que d'un à deux câbles simples.",1.4,test
"La cause exacte de la claustrophobie est inconnue, mais il existe plusieurs théories.",Mais aucune cause ne peut être détectée.,1.2,test
La chimiothérapie par induction peut prolonger la survie de 8 à 20 % et la chimioradiothérapie adjuvante concomitante peut prolonger la survie jusqu'à 16 %.,L'amélioration de la survie globale avec la chimiothérapie est estimée entre 8 % et 22 %.,2.7,train
"La chirurgie et la radiothérapie ont également des effets secondaires fonctionnels significatifs, notamment une capacité réduite à manger, boire et parler.","Ces deux traitements peuvent être associés à une défiguration et une diminution de la capacité à manger, boire et parler.",3.6,test
"La cire est principalement utilisée pour la fabrication des rayons, dans lesquels la reine produit son couvain, et où les ouvrières stockent leurs matières premières (pollen, propolis...) et le miel.","C'est une feuille de cire dite gauffrée, puisqu'elle a été moulée avec le même dessin que celui du fond des rayons que les abeilles construisent d'elles-mêmes.",0.4,train
"La cire est principalement utilisée pour la fabrication des rayons, dans lesquels la reine produit son couvain, et où les ouvrières stockent leurs matières premières (pollen, propolis...) et le miel.","Le travail de l'apiculteur consiste à fournir aux colonies d'abeilles un logement adapté (la ruche), dans lequel elles peuvent construire des rayons de cire ; et à récolter une partie du miel qu'elle produisent.",0.4,train
"La cire est principalement utilisée pour la fabrication des rayons, dans lesquels la reine produit son couvain, et où les ouvrières stockent leurs matières premières (pollen, propolis...) et le miel.","Une grande part d'entre eux vendent leurs produits sur les marchés, et proposent d'autres produits que le miel : du pollen, de la cire, de la propolis ou même de la gelée royale.",0.4,train
"La claustrophobie est la peur des espaces confinés, des lieux clos, des petites pièces et de l'enfermement.",La claustrophobie est une peur maladive importante et irrationnelle des petits espaces fermés.,4.0,train
"La combustion (pyrolyse) doit produire une fumée abondante et claire, en panaches.","Par contre, les apiculteurs utilisent toujours (ou presque) un outil pour calmer les abeilles en envoyant de la fumée, il s'agit d'un enfumoir.",0.5,test
La commune est traversée par le Bédat.,"Cébazat est traversé par le Bédat (qui prend sa source dans les côtes de Clermont, à Chanat-La-Mouteyre) et va se jeter dans la Morge qui va à son tour se jeter dans l'Allier à Puy-Guillaume, et d'un bief communal.",2.6,test
"La domestication des abeilles et la conception de ruches modernes permet aujourd'hui de récolter du miel sans porter atteinte à la colonie, si ce n'est en la dérangeant.","Les ruches modernes contiennent des cadres faits pour contenir chacun un rayon de cire, ce qui permet de les retirer facilement pour les observer, les échanger ou en extraire le miel.",2.1,train
"La domestication des abeilles et la conception de ruches modernes permet aujourd'hui de récolter du miel sans porter atteinte à la colonie, si ce n'est en la dérangeant.","Le travail de l'apiculteur consiste à fournir aux colonies d'abeilles un logement adapté (la ruche), dans lequel elles peuvent construire des rayons de cire ; et à récolter une partie du miel qu'elle produisent.",1.1,test
"La domestication des abeilles et la conception de ruches modernes permet aujourd'hui de récolter du miel sans porter atteinte à la colonie, si ce n'est en la dérangeant.","Une fois les cadres remplis de miel prélevés et sans abeilles, ils sont transportés pour les opérations suivantes et l'extraction du miel.",0.3,train
"La dose administrée à chaque application est de l'ordre de 2,5 g de gel (soit 6 cm de gel environ).","o La dose administrée à chaque application est généralement de l'ordre de 2,5 g de gel.",3.8,test
La dose administrée à chaque application est de l'ordre de 4 g de gel (soit 10 cm de gel environ).,o La dose administrée à chaque application est de l'ordre de 4 g de gel.,3.8,test
"La dose d'entretien recommandée est également de 7,5 mg par jour.","La posologie usuelle est de 7,5 mg de chlorhydrate de moexipril par jour.",3.8,train
"La durée globale du traitement ne devrait pas excéder 8 à 12 semaines pour la majorité des patients, y compris la période de réduction de la posologie.",La durée du traitement doit être aussi brève que possible et ne devrait pas dépasser 8 à 12 semaines.,3.2,test
La durée standard de traitement chez les enfants atteints de pharyngite aiguë à streptocoque bêta-hémolytique du groupe A (GABHS) par la pénicilline orale est de 10 jours.,"Un traitement de 10 jours par la pénicilline est prescrit principalement pour la protection contre la complication de la fièvre rhumatismale aiguë, qui peut survenir environ 20 jours après l'infection à streptocoque de la gorge et provoquer des lésions des valves cardiaques.",0.6,test
"La femelle mesure 1,11 m pour un poids allant de 27 à 38 kg (33,2 kg en moyenne).",Il fait de 70 cm à 100 cm.,0.5,test
La fondation Apache est une communauté décentralisée de développeurs qui travaillent sur ses projets open source.,L'Apache Software Foundation est une organisation qui développe des logiciels libres.,3.4,train
La forme extrêmement sophistiquée des cellules et des rayons leur permet de contenir dix à douze kilogrammes de miel pour un kilogramme de cire.,"Quand les rayons contiennent beaucoup de miel, et surtout en fin de période de forte miellée, l'apiculteur va retirer une partie des cadres.",0.4,test
La forte baisse du trafic du port du commerce (causée par ces fermetures) et du trafic des voyageurs vers l'Angleterre (due à la concurrence face au port de Calais et à l'ouverture du tunnel sous la Manche) remettent en cause l'importance du port de Boulogne.,"Le port est industriel, d'importance régionale.",0.4,train
"La France a expérimenté des fréquences de 16 2/3 Hz, en 12 KV sur Perpignan - Villefranche et 25 HZ, sur de nombreux réseaux, électrifiés en 6,6 et 10 KV, de chemins de fers secondaires à voie métrique tels que les CDHV (dont les vestiges sont toujours présents à Oradour sur Glane), les Tramways des Alpes Maritimes, les Tramways de l'Ain, les Tramways Électriques du Loir et Cher, les Tramways de la Camargue, etc.",Ce système est également utilisé pour le trolleybus.,0.0,test
"La fumée a pour effet de masquer les phéromones émises par les ouvrières donc de calmer la colonie, qui se réfugie dans le corps de la ruche (partie inférieure).","De plus, la fumée masque les phéromones qui incitent les abeilles à piquer.",3.4,test
La fumée est produite à l'aide d'un enfumoir.,"Par contre, les apiculteurs utilisent toujours (ou presque) un outil pour calmer les abeilles en envoyant de la fumée, il s'agit d'un enfumoir.",3.0,train
"La gelée royale est un produit naturel très riche en vitamine B5, en oligo-éléments, en acétylcholine (jusqu'à 0,1 % de masse), en facteurs antibiotiques particulièrement actifs sur les proteus et escherichia coli B, plus connu sous le nom de colibacille.","En effet, la fumée fait paraître un incendie aux abeilles qui, affolées, s'occupent de récupérer des réserves de miel dans leur jabot plus que de défendre leur ruche de l'apiculteur.",0.0,test
"La gêne au cours de l'examen vaginal et les autres effets indésirables (saignements, contractions irrégulières) ont été plus fréquemment signalés par les femmes assignées au balayage.","La revue a également découvert que le balayage pouvait provoquer une gêne au cours de la procédure, des saignements et des contractions irrégulières.",3.1,train
"La luette est un organe de 10 à 15 millimètres de long, de forme tubulaire quand il est détendu, qui pend à la partie moyenne du bord inférieur du voile du palais.","C'est un organe fait de tissus membraneux et musculaires, d'environ 10 à 15 mm de long, qui pend à la partie moyenne du voile du palais.",3.5,test
La luette joue un rôle important dans la déglutition et la respiration en fermant le nasopharynx.,La luette joue un rôle dans la déglutition et la respiration en fermant le nasopharynx.,4.4,train
La majorité des études présentaient un risque élevé de biais.,Notre étude comporte plusieurs limites.,2.4,test
"La majorité des personnes atteintes d'une fracture du col du fémur sont traitées chirurgicalement, ce qui suppose une anesthésie.","La majorité des personnes atteintes d'une fracture du col du fémur sont des personnes âgées et sont traitées chirurgicalement, ce qui suppose une anesthésie.",4.0,train
La maladie de Charcot est l'autre nom de la sclérose latérale amyotrophique.,Il est le découvreur de la sclérose latérale amyotropique ou maladie de Charcot une maladie neurodégénérative.,3.4,train
La maturité sexuelle est une étape du développement d'un organisme au cours de laquelle il acquiert la capacité de se reproduire.,"La maturité sexuelle, c'est l'âge où un être vivant peut s'accoupler.",3.4,test
"La menace favorite de Livingstone, lors des conflits avec les autres présidents, est celle de la création d'une nouvelle ligue rivale aux États-Unis.","Le 1er novembre 1959 Jacques Plante, devient le premier gardien de but de la LNH a porté un masque protecteur à chaque partie.",0.0,test
"La méningite bactérienne reste une cause importante de morbidité et de mortalité néonatales et infantiles dans de nombreux pays du monde, en particulier dans les pays en voie de développement.","La méningite néonatale est une cause fréquente de décès et d'incapacité à long terme chez les enfants dans le monde, en particulier dans les pays en voie de développement.",4.3,train
"La mort de la colonie est suivie d'un nettoyage par les autres espèces, qui libère l'espace (tronc creux par exemple) et permet l'installation d'une nouvelle colonie avec construction à partir de nouvelles cires.","Une visite permet d'observer notamment si les abeilles sont nombreuses, en bonne santé, si elles ont du couvain (des petits, ou larves) et des réserves de miel.",0.0,test
"La moyenne d'âge des résidents allait de 78 à 86 ans entre les études, et la plupart des participants étaient des femmes (plus de 66 % dans toutes les études).",L'âge moyen des résidents dans les études allait de 78 à 86 ans.,2.8,train
La neurologie est la discipline médicale clinique qui étudie l'ensemble des maladies du système nerveux et en particulier du cerveau.,"La neurologie est la science qui étudie le fonctionnement des neurones et du système nerveux dans son ensemble, en même temps qu'une spécialité médicale qui concerne les maladies du cerveau et du système nerveux.",3.8,test
"La partie sédentaire de la colonie est souvent assez faible, surtout dans le cas d'essaimages multiples, et de plus en plus affaiblie par les parasites (notamment à cause du non-renouvellement des cires).",Capturer des essaims sortis de ses ruches ou de colonies voisines pour les mettre dans une ruche vide.,0.2,test
La perfusion d'hydroxyéthylamidon induit une augmentation de la concentration d'alpha-amylase sérique.,La perfusion d'hydroxyéthylamidon induit une augmentation de la concentration d'alpha-amylase (enzyme sécrétée par le pancréas) sérique (du sang).,4.0,test
La plupart des biberons d'étain sont de type balustre à tétine vissée sur pied (ou piédouche).,On a ensuite fait des biberons en étain et en fer blanc.,0.8,train
"La plupart des études incluses confirmaient l'importance des pharmaciens en matière de suivi thérapeutique/médicamenteux, de conseil aux patients, de formation des professionnels de santé dans le but d'améliorer le processus de soins et les résultats cliniques et de visites éducatives externes sur les tendances de prescription des médecins.","De manière générale, les données incluses dans cette revue confirmaient l'importance des pharmaciens en matière de conseil aux patients, de suivi thérapeutique et de formation dirigée aux professionnels de santé dans le but d'améliorer le processus de soins et les résultats cliniques des patients.",4.1,test
La plupart des nouveau-nés prématurés ne sont pas suffisamment matures physiologiquement pour ingérer toute l'eau et les nutriments dont ils ont besoin par voie orale.,La plupart des bébés nés avant la 37ème semaine de grossesse (bébés prématurés) ne sont pas suffisamment développés pour ingérer toute l'eau et les nutriments dont ils ont besoin par voie orale.,4.4,test
"La population de la colonie varie suivant les saisons : elle est plus importante pendant les périodes où les ressources sont abondantes, de 30 000 à 70 000 individus, afin de faire le plus de récoltes possibles.","Il est composé d'une reine, de plusieurs milliers d'ouvrières et d'un nombre de mâles appelés faux-bourdons, variable selon la saison.",1.6,train
La production d'électricité nécessite des ressources à haute température qui ne peuvent venir que des grandes profondeurs.,"Une centrale géothermique produit de l'électricité grâce à la chaleur de la Terre (énergie géothermique), chaleur transformant l'eau des nappes souterraines en vapeur et faisant tourner une turbine et un alternateur.",1.5,train
"La profession compterait 800 000 ruches et 14 800 tonnes de miel par an, pour environ 2 000 professionnels, certains exploitant plus de 200 ruches.",Un apiculteur professionnel possède en France de 200 à 1000 ruches environ.,1.4,test
"La proportion de résidents ayant des prothèses dentaires allait de 62 % à 87 %, et la proportion de résidents édentés variait de 32 % à 90 % entre les études.","Dans toutes les études, la plupart des participants avaient des dentiers (entre 62 % et 87 %).",2.4,train
La proportion de résidents ayant des prothèses dentaires allait de 62 % à 87 %.,"Dans toutes les études, la plupart des participants avaient des dentiers (entre 62 % et 87 %).",3.2,test
La qualité et le temps d'extraction sont nettement avantageux.,"Le travail de l'apiculteur consiste à fournir aux colonies d'abeilles un logement adapté (la ruche), dans lequel elles peuvent construire des rayons de cire ; et à récolter une partie du miel qu'elle produisent.",0.0,test
"La quatrième étude a été exclue car elle portait sur des patients atteints de schizophrénie, de troubles de l'humeur ou d'autres troubles mentaux et qui souffraient d'hypersalivation due ou non à la clozapine et qui étaient traités avec la médecine chinoise utilisant des formules anticholinergiques inconnues.",La quatrième étude a été exclue car elle portait sur des patients atteints de troubles de l'humeur ou d'autres troubles mentaux et sur la médecine chinoise.,2.4,test
La revue n'a également trouvé aucune preuve probante signalant une différence chez les patients atteints de SICA qui bénéficient de traitements à base de nitrates ou d'interventions alternatives concernant les nombreux critères de jugement étudiés en termes de soins de santé.,Il n'existe aucune preuve signalant une différence chez les patients atteints de SICA bénéficiant d'un traitement à base de vasodilatateurs nitriques par voie intraveineuse ou d'interventions alternatives concernant les critères de jugement suivants.,3.1,train
La revue n'a également trouvé aucune preuve probante signalant une différence chez les patients atteints de SICA qui bénéficient de traitements à base de nitrates ou d'interventions alternatives concernant les nombreux critères de jugement étudiés en termes de soins de santé.,Il n'y avait aucune preuve probante signalant une différence chez les patients atteints de SICA bénéficiant d'un traitement à base de vasodilatateurs nitriques par voie intraveineuse ou d'interventions alternatives concernant les critères de jugement secondaires suivants.,3.1,train
La sélection sur le critère de douceur peut mener à des races moins résistantes aux parasites et aux prédateurs.,"Par exemple, les essaims qui sortent d'une ruche au printemps pour s'installer dans un nouvel emplacement sont très peu agressifs.",0.0,train
La stagnation de la ruche en tant qu'habitat implique naturellement des dangers sanitaires pour les abeilles.,Déplacer les ruches de plusieurs kilomètres pour permettre aux abeilles de profiter d'une floraison importante qui n'existe pas à proximité de leur premier emplacement : c'est la transhumance.,0.4,test
La stagnation de la ruche en tant qu'habitat implique naturellement des dangers sanitaires pour les abeilles.,"nettoyer les ruches, les changer, les repeindre, remplacer des cadres de vieille cire par des neufs",0.9,train
La stagnation de la ruche en tant qu'habitat implique naturellement des dangers sanitaires pour les abeilles.,"Si l'apiculteur récolte le miel peu de temps après, il sera caractéristique de cette fleur.",0.2,test
La stérilisation des biberons n'est pas nécessaire pour des enfants en bonne santé.,D'autant plus que les stérilisateurs ou les micro-ondes n'ont pas encore été reconnus comme des appareils de stérilisation.,0.8,train
la stérilisation des biberons n'est pas nécessaire pour des enfants en bonne santé.,"La stérilisation comme les tétines de jeu (micro-ondes ou stérilisateurs) se fait encore, même si les médecins français rappellent qu'un lavage au lave-vaisselle ou à la main avec liquide vaisselle et eau chaude suffit largement.",1.1,test
La stérilisation des biberons n'est pas nécessaire pour des enfants en bonne santé.,"Pour protéger le bébé, il est important de stériliser régulièrement le biberon.",0.4,test
La surveillance doit être accrue chez les sujets sous anticoagulants (surveillance de l'INR).,La surveillance doit être accrue chez les sujets sous anticoagulants (surveillance de l'INR).,5.0,test
La technique utilisée consiste pour une colonie à multiplier ses reines et à se scinder en colonies plus petites.,"Par contre, comme cette agressivité monte progressivement, (en quelques minutes ou quelques dizaines de secondes) un apiculteur expérimenté peut s'en apercevoir par ce qu'il voit, ce qu'il entend et même en sentant l'odeur que les abeilles émettent lorsqu'elles sont excitées, et adapter son comportement.",0.0,train
"La version soviétique, « Alma-Ata » (Алма-Ата), signifiait quant à elle, littéralement, « Grand-père pomme ».","Almaty s'appelait, pendant la période soviétique, Alma-Ata.",1.1,train
"La vie de saint Antoine et ses tentations ont inspiré de nombreux artistes, notamment Jérôme Bosch, Pieter Brueghel, Jacques Callot, Dali, Max Ernst, Matthias Grünewald, Diego Vélasquez.","La vie de saint Antoine et ses tentations ont inspiré de nombreux peintres, comme Jérôme Bosch, Pieter Bruegel l'Ancien, Salvador Dali, Max Ernst, Matthias Grünewald, Diego Vélasquez.",4.2,test
"La vieille ville est entourée de remparts, érigés au XIIIe siècle, très appréciés par les promeneurs.","La ville haute, ceinte de remparts, est très pittoresque.",2.6,train
"La ville a été initialement conçue pour 400 000 habitants alors qu'elle accueille une population de 1,6 million de personnes le 21 avril 2014.",C'est la plus grande ville du Kazakhstan.,0.2,test
La ville est couverte par les programmes de France 3 Nord-Pas-de-Calais et les chaînes nationales de la TNT.,"Caudry est une commune française peuplée d'environ 14 000 habitants, située dans le sud du département du Nord et de la région Hauts-de-France.",0.2,train
"Là, à la manière du Christ, il subit les tentations du Diable qui durèrent plus longtemps et au cours desquelles les démons s'attaquant à sa vie.","Là, comme le Christ, il subit les tentations du Diable.",2.6,test
"Le 18 mai 2007, bien que membre du parti socialiste, il accepte de participer au gouvernement François Fillon, en tant que ministre des affaires étrangères et européennes.","Pourtant, il devient ministre des affaires étrangères sous le gouvernement de François Fillon (premier ministre de Nicolas Sarkozy).",2.2,train
Le besoin de transfusions sanguines correspondait à une demi-unité de sang économisée par patient.,"Il a été constaté une légère baisse du besoin de transfusions sanguines, correspondant à une demi-unité de sang économisée par patient.",3.6,train
"Le biberon, (du latin bibere, « boire ») ou bouteille en Suisse, est un ustensile utilisé pour l'allaitement artificiel.","Si c'est un biberon pour nourrir (donc du lait), il faut mettre dans de l'eau chaude de la poudre de lait, et ensuite mélanger avec la tétine vissée, en faisant rouler le biberon entre ses mains.",0.6,test
"Le biberon, (du latin bibere, « boire ») ou bouteille en Suisse, est un ustensile utilisé pour l'allaitement artificiel.","Un biberon (une bouteille, en Suisse), est un outil permettant d'allaiter un bébé artificiellement, ou naturellement, si la mère a tiré son lait.",2.8,test
"Le bilan est de neuf morts (dont huit Ételois), quatre occupants du canot de Bombard et cinq marins sauveteurs.","Pour prouver qu'on pouvait vivre sans eau ni nourriture, il traversa en solitaire l'Atlantique sans autres ressources que les poissons, le plancton, l'eau de pluie et de petites quantités d'eau de mer durant 65 jours.",0.2,train
"Le bonobo est sur la liste rouge de l'UICN des espèces menacées, son statut de conservation est au niveau « en danger » depuis 1996.",Il ne reste plus que 10 000 et 20 000 bonobos.,1.3,test
"Le bonobo est sur la liste rouge de l'UICN des espèces menacées, son statut de conservation est au niveau « en danger » depuis 1996.","Si cela persiste, le bonobo aura complètement disparu d'ici 50 à 70 ans.",1.6,train
"Le bonobo se nourrit essentiellement de fruits mûrs, à 57 %, et de plantes.","Le bonobo mange : des graines, des plantes, des fruits, des petits insectes, des jeunes pousses.",2.8,train
"Le Bonobo, Chimpanzé nain ou Chimpanzé pygmée (Pan paniscus) est une espèce de primates de la famille des Hominidés.","Comme lui, c'est un proche parent de l'homme : il fait partie de la famille des hominidés, le bonobo est un mammifère.",2.8,test
"Le cerveau régule les autres systèmes d'organes du corps, en agissant sur les muscles ou les glandes, et constitue le siège des fonctions cognitives.","Il est le centre de traitement des sens, de même que le siège de la pensée et de la mémoire.",1.6,test
Le champ de bataille se caractérise en effet par une absence totale de couverts et d'obstacles naturels.,"Bir Hakeim est un petit point d'eau (Bir signifie « puits » en arabe), situé dans le nord du désert libyen.",0.0,train
Le champ de bataille se caractérise en effet par une absence totale de couverts et d'obstacles naturels.,"Dans des conditions difficiles, les Français ralentissent pendant seize jours la progression de l'Afrika Korps du général allemand Erwin Rommel.",0.2,test
"Le Club de hockey Canadien a remporté 24 Coupes Stanley, un record de la Ligue nationale de hockey.","En 1915-16, les Canadiens de Montréal ont gagné leur première coupe Stanley.",0.6,train
Le comprimé peut-être divisé en deux demi-doses égales.,Le comprimé peut être divisé en deux demi doses égales.,4.2,train
Le contraire d'une hyperglycémie est une hypoglycémie.,"Le contraire de l'hyperglycémie est une hypoglycémie, qui désigne un manque de sucre dans le sang.",4.0,train
"Le degré d'originalité de ces races, leur homogénéité ou leur degré d'hybridation sont peu décrits.","Sans cette précaution lorsqu'on ouvre une ruche, l'excitation d'une colonie peut monter, et la rendre très dangereuse, étant donné le nombre des abeilles.",0.0,train
"Le déplacement d'une ruche est possible à-condition que la durée du voyage n'excède pas quelques jours, car les abeilles vivent sur leurs réserves lorsqu'elles sont confinées dans leur ruche.",Certains apiculteurs (en général professionnels) déplacent leurs ruches pour les rapprocher des espaces fleuris selon la saison.,0.6,test
"Le développement de la stérilisation du lait à la suite des travaux de l'Allemand Franz von Soxhlet favorise à la fin du XIXe siècle l'utilisation de biberons et tétines stérilisables qui vont transformer les relations entre femme et nourrisson, d'un point de vue symbolique comme d'un point de vue « pratique ».","La stérilisation comme les tétines de jeu (micro-ondes ou stérilisateurs) se fait encore, même si les médecins français rappellent qu'un lavage au lave-vaisselle ou à la main avec liquide vaisselle et eau chaude suffit largement.",1.1,test
"Le Diable lui apparaît encore de temps en temps, mais ne le tourmente plus comme autrefois.","Là, comme le Christ, il subit les tentations du Diable.",1.0,test
"Le domaine de la Prade, qui fut un centre de formation EDF-GDF dès les années 1970, a été acquis en 2006 par la mairie.",Le parc de la Prade dans le quartier de la Prade/Champcros avec les services techniques et services espaces verts municipaux.,1.1,test
"Le Frelon asiatique (Vespa velutina)) est le prédateur majeur de l'abeille en France, observé depuis l'été 2004 dans le Sud-Ouest de la France, il exerce une forte pression sur les populations d'abeilles là où il est présent, les abeilles locales n'ayant pas de défense contre ce prédateur.","Une grande part d'entre eux vendent leurs produits sur les marchés, et proposent d'autres produits que le miel : du pollen, de la cire, de la propolis ou même de la gelée royale.",0.0,train
"Le linguiste Robert Truswell pense que le bonobo a plus de difficultés que l'humain dans le traitement complexe du nombre (syntagmes nominaux) au sein d'une structure grammaticale ; cependant Truswell considère que l'humain ne nait probablement pas avec la capacité d'interpréter ce type de structure grammaticale, il doit apprendre à l'utiliser.",Il est menacé par le braconnage et la déforestation.,0.0,train
Le lycée est situé à la frontière entre le quartier du Dernier Sou et la commune de Saint-Martin-Boulogne.,"La ville haute, ceinte de remparts, est très pittoresque.",0.0,test
"Le mâle mesure environ 1,19 m pour un poids allant de 37 à 61 kg (45 kg en moyenne).",La femelle pèse 30 kg et le mâle 45 kg.,1.5,train
Le médecin qui pratique la neurologie est le neurologue.,Le médecin spécialisé pratiquant la neurologie s'appelle le neurologue.,4.6,test
Le médecin spécialisé pratiquant la neurologie s'appelle le neurologue.,Le médecin qui pratique la neurologie est le neurologue.,4.4,test
"Le monde minoen et mycénien utilisaient des ruches similaires aux ruches traditionnelles en pierre, en céramique ou tressées, des enfumoirs et d'autres pièces apicoles.","Par contre, les apiculteurs utilisent toujours (ou presque) un outil pour calmer les abeilles en envoyant de la fumée, il s'agit d'un enfumoir.",0.2,train
"Le nom « Almaty » signifie « Ville des pommes », emprunté de la langue kazakhe.",Le nom de la ville signifie « riche en pommes ».,1.7,train
"Le nom de la ville signifie « Ville des pommes » : les vergers sont en effet nombreux dans la région, et l'origine des pommes consommées de par le monde semble provenir de pommiers de la région.",Le nom de la ville signifie « riche en pommes ».,1.8,train
