sentence_1,sentence_2,similarity,split
நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,2.0,test
நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,நாய் புல்லில் விளையாடுகிறது.,5.0,test
புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,2.0,test
புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,1.35,train
புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,நாய் புல்லில் விளையாடுகிறது.,4.35,test
நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,2.0,train
நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,நாய் புல்லில் விளையாடுகிறது.,0.0,test
நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,நாய் புல்லில் விளையாடுகிறது.,1.65,test
பாடகர் ஒருவர் பாடுகிறார்,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,5.0,test
பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் பாடல் பாடுகிறார்,4.0,test
பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,1.65,test
பாடகர் ஒருவர் பாடுகிறார்,நபர் ஒருவர் பாட்டு பாடுகின்றார்,3.0,test
பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,3.0,test
பாடகர் ஒருவர் பாடுகிறார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,2.0,train
பாடகர் ஒருவர் பாடுகிறார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,2.0,test
பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் பாடுகின்றார்.,1.0,train
ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் பாடல் பாடுகிறார்,4.0,test
ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,4.0,test
ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,நபர் ஒருவர் பாட்டு பாடுகின்றார்,3.0,train
ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,3.0,train
ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,2.0,test
ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,2.0,train
ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் பாடுகின்றார்.,4.0,train
ஒருவர் பாடல் பாடுகிறார்,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,3.0,test
ஒருவர் பாடல் பாடுகிறார்,நபர் ஒருவர் பாட்டு பாடுகின்றார்,5.0,train
ஒருவர் பாடல் பாடுகிறார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,5.0,test
ஒருவர் பாடல் பாடுகிறார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,2.0,train
ஒருவர் பாடல் பாடுகிறார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,1.0,train
ஒருவர் பாடல் பாடுகிறார்,ஒருவர் பாடுகின்றார்.,5.0,train
ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,நபர் ஒருவர் பாட்டு பாடுகின்றார்,1.0,test
ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,2.35,train
ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,2.0,train
ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,1.0,test
ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,ஒருவர் பாடுகின்றார்.,3.0,test
நபர் ஒருவர் பாட்டு பாடுகின்றார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,5.0,train
நபர் ஒருவர் பாட்டு பாடுகின்றார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,3.0,test
நபர் ஒருவர் பாட்டு பாடுகின்றார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,3.0,train
நபர் ஒருவர் பாட்டு பாடுகின்றார்,ஒருவர் பாடுகின்றார்.,5.0,test
ஒருவர் பாடிக்கொண்டிருக்கிறார்.,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,3.0,train
ஒருவர் பாடிக்கொண்டிருக்கிறார்.,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,3.0,test
ஒருவர் பாடிக்கொண்டிருக்கிறார்.,ஒருவர் பாடுகின்றார்.,5.0,train
பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,2.0,train
பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,ஒருவர் பாடுகின்றார்.,3.0,test
மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,ஒருவர் பாடுகின்றார்.,3.0,test
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,4.0,test
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,3.0,train
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,0.0,test
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,3.0,train
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,0.0,test
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,0.0,train
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,2.0,test
ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,1.0,train
ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,2.0,test
ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,0.0,test
ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,2.0,train
ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,0.0,train
ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,0.0,test
ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,2.0,test
ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,1.0,test
ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,2.0,test
ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,2.0,train
ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,0.0,test
ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,2.0,train
ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,2.0,train
ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,3.0,train
ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,2.0,train
ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,2.0,test
ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,3.0,train
ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,2.0,train
ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0.0,test
ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,1.0,test
ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,0.0,test
ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,0.0,test
ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,1.0,test
தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,0.0,train
தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,2.0,test
தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,4.0,train
பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,0.0,train
பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0.0,train
பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,2.0,train
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,0.0,train
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,0.0,test
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,1.0,test
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,2.65,test
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,4.0,train
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,2.0,test
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0.0,train
ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒருவர் சாகசம் செய்கின்றார்.,3.0,test
ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,0.0,train
ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,3.0,train
ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,4.0,train
ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,5.0,test
ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,5.0,train
ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,4.0,train
ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஒருவர் சாகசம் செய்கின்றார்.,3.0,test
ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,1.0,test
ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,0.0,train
ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,0.0,test
ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,0.0,test
ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0.0,train
ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,ஒருவர் சாகசம் செய்கின்றார்.,1.0,train
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,3.0,test
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,4.0,train
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,3.0,train
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,2.0,test
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,ஒருவர் சாகசம் செய்கின்றார்.,1.0,test
ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,4.0,train
ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,5.0,test
ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,4.0,train
ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,ஒருவர் சாகசம் செய்கின்றார்.,3.0,train
வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,3.35,test
வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,1.0,train
வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,ஒருவர் சாகசம் செய்கின்றார்.,2.0,test
மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,1.0,train
மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,ஒருவர் சாகசம் செய்கின்றார்.,3.0,test
உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,ஒருவர் சாகசம் செய்கின்றார்.,2.0,test
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,0.0,test
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,இரு அணியினர் விளையாடுகின்றனர்,1.0,train
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,0.0,train
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,2.0,train
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,2.0,train
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,3.0,test
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,3.0,test
ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,ஒருவரை மற்றவர் இழுக்கின்றார்.,2.0,test
உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,இரு அணியினர் விளையாடுகின்றனர்,1.0,test
உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,2.0,test
உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,4.0,test
உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,4.0,test
உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,3.0,train
உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,2.65,test
உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,2.0,test
இரு அணியினர் விளையாடுகின்றனர்,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,1.65,test
இரு அணியினர் விளையாடுகின்றனர்,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,2.35,train
இரு அணியினர் விளையாடுகின்றனர்,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,2.0,train
இரு அணியினர் விளையாடுகின்றனர்,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,2.0,test
இரு அணியினர் விளையாடுகின்றனர்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,2.0,train
இரு அணியினர் விளையாடுகின்றனர்,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.0,train
பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,3.65,train
பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,5.0,train
பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,4.0,train
பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,5.0,test
பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,4.0,test
பந்திற்காக எதிரணியினர் போராடுகின்றனர்,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,5.0,test
பந்திற்காக எதிரணியினர் போராடுகின்றனர்,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,5.0,test
பந்திற்காக எதிரணியினர் போராடுகின்றனர்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,4.0,test
பந்திற்காக எதிரணியினர் போராடுகின்றனர்,ஒருவரை மற்றவர் இழுக்கின்றார்.,4.0,train
பந்தை பெற வீரன் முயற்சி செய்கிறான்.,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,3.0,test
பந்தை பெற வீரன் முயற்சி செய்கிறான்.,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,3.35,train
பந்தை பெற வீரன் முயற்சி செய்கிறான்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,3.65,train
றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,5.0,train
றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,ஒருவரை மற்றவர் இழுக்கின்றார்.,3.65,train
எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,5.0,test
டாபின்கள் சாகசம் புரிகின்றன,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,3.0,test
டாபின்கள் சாகசம் புரிகின்றன,டொல்பின்கள் துள்ளுகின்றன,2.0,test
டாபின்கள் சாகசம் புரிகின்றன,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,5.0,train
டாபின்கள் சாகசம் புரிகின்றன,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,5.0,train
டாபின்கள் சாகசம் புரிகின்றன,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0.0,train
டாபின்கள் சாகசம் புரிகின்றன,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,4.0,train
டாபின்கள் சாகசம் புரிகின்றன,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,3.0,test
டாபின்கள் சாகசம் புரிகின்றன,நீர் சாகத்தை பலர் காண்கின்றனர்.,2.0,test
டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின்கள் துள்ளுகின்றன,4.0,train
டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,5.0,test
டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,4.0,test
டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0.0,train
டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,0.65,test
டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,1.0,train
டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,நீர் சாகத்தை பலர் காண்கின்றனர்.,2.0,test
டொல்பின்கள் துள்ளுகின்றன,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,3.65,train
டொல்பின்கள் துள்ளுகின்றன,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,3.0,test
டொல்பின்கள் துள்ளுகின்றன,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0.0,test
டொல்பின்கள் துள்ளுகின்றன,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,4.0,train
