sentence_1,sentence_2,similarity,split
මෝටර් රථයක් ධාවනය වෙයි ,හයිඋන්ඩායි වර්ගයේ මෝටර් රථයක් ගමන් ගන්න ආකාරය දෙස මිනිසුන් දෙදෙනෙක් බලා සිටියි ,3.0,test
මෝටර් රථයක් පාරේ ගමන් කරයි,හයිඋන්ඩායි වර්ගයේ මෝටර් රථයක් ගමන් ගන්න ආකාරය දෙස මිනිසුන් දෙදෙනෙක් බලා සිටියි ,3.0,test
මෝටර් රථ දවන තරඟයක යෙදෙන රථයකින් දුම් පිටවෙයි,මෝටර් රථ ධාවන තරඟයක කළු සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරන අතර එදෙස මිනිස්සු පිරිසක් බලා සිටිති,2.0,test
මෝටර් රථ දවන තරඟයක යෙදෙන රථයකින් දුම් පිටවෙයි,මෝටර් රථයක් ධාවනය වෙයි ,2.0,train
මෝටර් රථ දවන තරඟයක යෙදෙන රථයකින් දුම් පිටවෙයි,කළු පැහැති මොටෝර් රථයක් තරඟයක ගමන් කරයි,2.35,train
මෝටර් රථ දවන තරඟයක යෙදෙන රථයකින් දුම් පිටවෙයි,ධාවන තරගයක ගම්න් කරන මෝටර් රථයක් දෙස මිනිසුන් පිරිසක් බලා සිටියි ,1.65,train
මෝටර් රථ ධාවන තරඟයක කළු සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරන අතර එදෙස මිනිස්සු පිරිසක් බලා සිටිති,මෝටර් රථයක් ධාවනය වෙයි ,2.35,test
මෝටර් රථ ධාවන තරඟයක කළු සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරන අතර එදෙස මිනිස්සු පිරිසක් බලා සිටිති,කළු පැහැති මොටෝර් රථයක් තරඟයක ගමන් කරයි,3.35,train
මෝටර් රථ ධාවන තරඟයක කළු සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරන අතර එදෙස මිනිස්සු පිරිසක් බලා සිටිති,ධාවන තරගයක ගම්න් කරන මෝටර් රථයක් දෙස මිනිසුන් පිරිසක් බලා සිටියි ,4.0,train
මෝටර් රථයක් ධාවනය වෙයි ,කළු පැහැති මොටෝර් රථයක් තරඟයක ගමන් කරයි,3.35,test
මෝටර් රථයක් ධාවනය වෙයි ,ධාවන තරගයක ගම්න් කරන මෝටර් රථයක් දෙස මිනිසුන් පිරිසක් බලා සිටියි ,3.0,train
කළු පැහැති මොටෝර් රථයක් තරඟයක ගමන් කරයි,ධාවන තරගයක ගම්න් කරන මෝටර් රථයක් දෙස මිනිසුන් පිරිසක් බලා සිටියි ,3.0,train
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වතුර වළක් පසු කරගෙන වේගයෙන් මාර්ගයේ ගමන් කරයි,3.35,train
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රථයක් වතුර මතින් ධාවනය වෙයි ,4.35,train
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,3.65,test
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,සුදු පැහැති මෝටර් රථයක් වතුර විසුරුවමින් මාර්ගයක ගමන් කරයි ,3.65,train
මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වතුර වළක් පසු කරගෙන වේගයෙන් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් වතුර මතින් ධාවනය වෙයි ,2.65,test
මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වතුර වළක් පසු කරගෙන වේගයෙන් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,3.65,test
මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වතුර වළක් පසු කරගෙන වේගයෙන් මාර්ගයේ ගමන් කරයි,සුදු පැහැති මෝටර් රථයක් වතුර විසුරුවමින් මාර්ගයක ගමන් කරයි ,4.0,test
මෝටර් රථයක් වතුර මතින් ධාවනය වෙයි ,මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,3.65,test
මෝටර් රථයක් වතුර මතින් ධාවනය වෙයි ,සුදු පැහැති මෝටර් රථයක් වතුර විසුරුවමින් මාර්ගයක ගමන් කරයි ,3.65,train
මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,සුදු පැහැති මෝටර් රථයක් වතුර විසුරුවමින් මාර්ගයක ගමන් කරයි ,4.35,test
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රථ ධාවන තරඟයක රතු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,2.65,test
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,2.35,test
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,රතු පැහැති මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,3.65,test
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රඨ්හ්‍යක් ජලය විසුරුවමින් අසීරු වංගුවක ගම්න් කරයි ,3.35,train
මෝටර් රථ ධාවන තරඟයක රතු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,3.65,test
මෝටර් රථ ධාවන තරඟයක රතු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,රතු පැහැති මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,3.35,test
මෝටර් රථ ධාවන තරඟයක රතු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,මෝටර් රඨ්හ්‍යක් ජලය විසුරුවමින් අසීරු වංගුවක ගම්න් කරයි ,3.0,test
මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,රතු පැහැති මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,2.65,test
මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,මෝටර් රඨ්හ්‍යක් ජලය විසුරුවමින් අසීරු වංගුවක ගම්න් කරයි ,2.35,test
රතු පැහැති මෝටර් රථයක් වතුර විසිරුවමින් ගමන් කරයි,මෝටර් රඨ්හ්‍යක් ජලය විසුරුවමින් අසීරු වංගුවක ගම්න් කරයි ,3.65,train
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රථ ධාවන තරඟයක කහ පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,2.65,train
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,3.0,train
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,කහ පැහැති මෝටර් රථයක් තරඟයක ධාවනය කරයි,2.35,train
මෝටර් රථයක් ජලය සහිත මාර්ගයක ගමන් කරයි,කහ පැහැති මෝටර් රථයක් ජලය විසුරුවමින් වංගුවක ගම්න් ගන්න ආකාරය මිනිසුන් පිරිසක් බලා සිටියි ,2.65,train
මෝටර් රථ ධාවන තරඟයක කහ පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,3.65,test
මෝටර් රථ ධාවන තරඟයක කහ පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,කහ පැහැති මෝටර් රථයක් තරඟයක ධාවනය කරයි,3.65,test
මෝටර් රථ ධාවන තරඟයක කහ පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,කහ පැහැති මෝටර් රථයක් ජලය විසුරුවමින් වංගුවක ගම්න් ගන්න ආකාරය මිනිසුන් පිරිසක් බලා සිටියි ,3.0,test
මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,කහ පැහැති මෝටර් රථයක් තරඟයක ධාවනය කරයි,3.65,test
මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,කහ පැහැති මෝටර් රථයක් ජලය විසුරුවමින් වංගුවක ගම්න් ගන්න ආකාරය මිනිසුන් පිරිසක් බලා සිටියි ,2.35,test
කහ පැහැති මෝටර් රථයක් තරඟයක ධාවනය කරයි,කහ පැහැති මෝටර් රථයක් ජලය විසුරුවමින් වංගුවක ගම්න් ගන්න ආකාරය මිනිසුන් පිරිසක් බලා සිටියි ,2.65,train
ගොඩනැගිල්ලක් අසල එක් අතකින් සිට ගෙන සිටින මිනිසෙක්,මිනිසෙක් විවිධ ඉරියව් වලින් තම නර්තන දස්කම් පෙන්වයි,3.0,train
ගොඩනැගිල්ලක් අසල එක් අතකින් සිට ගෙන සිටින මිනිසෙක්,මිනිසෙකු කරනම් ගසයි ,2.65,train
ගොඩනැගිල්ලක් අසල එක් අතකින් සිට ගෙන සිටින මිනිසෙක්,පුද්ගලයෙක් තනි අතින් පොළව මත සිටියි,4.35,train
ගොඩනැගිල්ලක් අසල එක් අතකින් සිට ගෙන සිටින මිනිසෙක්,පසෙකින් පෙනෙන ගොඩනගිලි වලට වඩා විශාල මිනිසෙකු තනි අතකින් සිටගෙන සිටියි ,3.65,test
මිනිසෙක් විවිධ ඉරියව් වලින් තම නර්තන දස්කම් පෙන්වයි,මිනිසෙකු කරනම් ගසයි ,3.35,test
මිනිසෙක් විවිධ ඉරියව් වලින් තම නර්තන දස්කම් පෙන්වයි,පුද්ගලයෙක් තනි අතින් පොළව මත සිටියි,2.35,test
මිනිසෙක් විවිධ ඉරියව් වලින් තම නර්තන දස්කම් පෙන්වයි,පසෙකින් පෙනෙන ගොඩනගිලි වලට වඩා විශාල මිනිසෙකු තනි අතකින් සිටගෙන සිටියි ,2.0,train
මිනිසෙකු කරනම් ගසයි ,පුද්ගලයෙක් තනි අතින් පොළව මත සිටියි,3.0,test
මිනිසෙකු කරනම් ගසයි ,පසෙකින් පෙනෙන ගොඩනගිලි වලට වඩා විශාල මිනිසෙකු තනි අතකින් සිටගෙන සිටියි ,2.0,test
පුද්ගලයෙක් තනි අතින් පොළව මත සිටියි,පසෙකින් පෙනෙන ගොඩනගිලි වලට වඩා විශාල මිනිසෙකු තනි අතකින් සිටගෙන සිටියි ,3.0,test
පැසි පන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් දෙදෙනෙක්,පැසිපන්දු ක්‍රීඩකයෙක් අනිත් ක්‍රීඩකයාගෙන් බෝලය ග්‍රහණය කරගැනීමට උත්සාහ ගනියි,3.65,train
පැසි පන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් දෙදෙනෙක්,ක්‍රීඩකයෙකු බෝලය ලබා ගැනීමට උත්සහ කරයි ,2.65,train
පැසි පන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් දෙදෙනෙක්,ක්‍රීඩකයන් දෙදෙනෙකු බෝලයක් සමග ක්‍රීඩා කරයි,3.35,train
පැසි පන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් දෙදෙනෙක්,දැල් පන්දු ක්‍රීඩිකාවන් දෙදෙනෙකු බෝලයට පොරකයි ,2.0,test
පැසිපන්දු ක්‍රීඩකයෙක් අනිත් ක්‍රීඩකයාගෙන් බෝලය ග්‍රහණය කරගැනීමට උත්සාහ ගනියි,ක්‍රීඩකයෙකු බෝලය ලබා ගැනීමට උත්සහ කරයි ,4.35,test
පැසිපන්දු ක්‍රීඩකයෙක් අනිත් ක්‍රීඩකයාගෙන් බෝලය ග්‍රහණය කරගැනීමට උත්සාහ ගනියි,ක්‍රීඩකයන් දෙදෙනෙකු බෝලයක් සමග ක්‍රීඩා කරයි,3.65,test
පැසිපන්දු ක්‍රීඩකයෙක් අනිත් ක්‍රීඩකයාගෙන් බෝලය ග්‍රහණය කරගැනීමට උත්සාහ ගනියි,දැල් පන්දු ක්‍රීඩිකාවන් දෙදෙනෙකු බෝලයට පොරකයි ,2.35,train
ක්‍රීඩකයෙකු බෝලය ලබා ගැනීමට උත්සහ කරයි ,ක්‍රීඩකයන් දෙදෙනෙකු බෝලයක් සමග ක්‍රීඩා කරයි,3.65,train
ක්‍රීඩකයෙකු බෝලය ලබා ගැනීමට උත්සහ කරයි ,දැල් පන්දු ක්‍රීඩිකාවන් දෙදෙනෙකු බෝලයට පොරකයි ,3.0,test
ක්‍රීඩකයන් දෙදෙනෙකු බෝලයක් සමග ක්‍රීඩා කරයි,දැල් පන්දු ක්‍රීඩිකාවන් දෙදෙනෙකු බෝලයට පොරකයි ,3.0,train
නිල් පැහැති මෝටර් රථයක් දෙස මිනිසුන් බල ගෙන සිටියි,මෝටර් රථ ධාවන තරඟයක නිල් සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරයි,2.35,test
නිල් පැහැති මෝටර් රථයක් දෙස මිනිසුන් බල ගෙන සිටියි,මෝටර් රථයක් ධාවනය වෙයි ,2.0,train
නිල් පැහැති මෝටර් රථයක් දෙස මිනිසුන් බල ගෙන සිටියි,මෝටර් රථයක් තරඟයක් ධාවනය කරයි,2.0,train
නිල් පැහැති මෝටර් රථයක් දෙස මිනිසුන් බල ගෙන සිටියි,මාර්ගයේ ගම්න් අන්න දැකුම්කළු මෝටර් රථය දෙස පිරිසක් ඉත ඔනෑකමින් බල සිටියි ,4.0,train
මෝටර් රථ ධාවන තරඟයක නිල් සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් ධාවනය වෙයි ,3.35,test
මෝටර් රථ ධාවන තරඟයක නිල් සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් තරඟයක් ධාවනය කරයි,3.65,test
මෝටර් රථ ධාවන තරඟයක නිල් සහ සුදු පැහැති කාර් එකක් මාර්ගයේ ගමන් කරයි,මාර්ගයේ ගම්න් අන්න දැකුම්කළු මෝටර් රථය දෙස පිරිසක් ඉත ඔනෑකමින් බල සිටියි ,2.35,test
මෝටර් රථයක් ධාවනය වෙයි ,මෝටර් රථයක් තරඟයක් ධාවනය කරයි,4.35,train
මෝටර් රථයක් ධාවනය වෙයි ,මාර්ගයේ ගම්න් අන්න දැකුම්කළු මෝටර් රථය දෙස පිරිසක් ඉත ඔනෑකමින් බල සිටියි ,1.65,train
මෝටර් රථයක් තරඟයක් ධාවනය කරයි,මාර්ගයේ ගම්න් අන්න දැකුම්කළු මෝටර් රථය දෙස පිරිසක් ඉත ඔනෑකමින් බල සිටියි ,1.65,test
මෝටර් රථයකින් දුම් පිටවෙන දර්ශනය දෙස මිනිසුන් බලා සිටියි,මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,1.65,train
මෝටර් රථයකින් දුම් පිටවෙන දර්ශනය දෙස මිනිසුන් බලා සිටියි,මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,2.0,test
මෝටර් රථයකින් දුම් පිටවෙන දර්ශනය දෙස මිනිසුන් බලා සිටියි,මෝටර් රථයක් තරඟයක් ධාවනය කරයි,1.65,train
මෝටර් රථයකින් දුම් පිටවෙන දර්ශනය දෙස මිනිසුන් බලා සිටියි,දුම් පිට කරමින් මෝටර් රථයක් අසීරු වංගුවක ගමන් ගනියි ,3.0,test
මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,4.0,train
මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,මෝටර් රථයක් තරඟයක් ධාවනය කරයි,3.65,train
මෝටර් රථ ධාවන තරඟයක  සුදු පැහැති කාර් එකක් වේගයෙන් මාර්ගයේ ගමන් කරයි,දුම් පිට කරමින් මෝටර් රථයක් අසීරු වංගුවක ගමන් ගනියි ,2.35,test
මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,මෝටර් රථයක් තරඟයක් ධාවනය කරයි,4.35,train
මෝටර් රථයක් වේගයෙන් ධාවනය වෙයි ,දුම් පිට කරමින් මෝටර් රථයක් අසීරු වංගුවක ගමන් ගනියි ,2.65,test
මෝටර් රථයක් තරඟයක් ධාවනය කරයි,දුම් පිට කරමින් මෝටර් රථයක් අසීරු වංගුවක ගමන් ගනියි ,2.65,train
කන්දක් තරණය කරන මිනිසෙක්,කඳු නඟින්නෙක් ආරක්ෂිත ආම්පන්න සමඟ පර්වතයක් නගියි,4.0,test
කන්දක් තරණය කරන මිනිසෙක්,මිනිසෙකු කන්දක් තරණය කරයි ,5.0,train
කන්දක් තරණය කරන මිනිසෙක්,පුද්ගලයෙකු කඹයක ආධාරයෙන් කන්දක් නගියි,3.65,test
කන්දක් තරණය කරන මිනිසෙක්,කදු තරණයේ නියැලෙන උඩුකය නිරුවත් පුද්ගලයෙක් ලණුවක් අධාරයෙන් ඉහලට නගියි ,3.65,test
කඳු නඟින්නෙක් ආරක්ෂිත ආම්පන්න සමඟ පර්වතයක් නගියි,මිනිසෙකු කන්දක් තරණය කරයි ,3.65,test
කඳු නඟින්නෙක් ආරක්ෂිත ආම්පන්න සමඟ පර්වතයක් නගියි,පුද්ගලයෙකු කඹයක ආධාරයෙන් කන්දක් නගියි,4.35,train
කඳු නඟින්නෙක් ආරක්ෂිත ආම්පන්න සමඟ පර්වතයක් නගියි,කදු තරණයේ නියැලෙන උඩුකය නිරුවත් පුද්ගලයෙක් ලණුවක් අධාරයෙන් ඉහලට නගියි ,3.35,train
මිනිසෙකු කන්දක් තරණය කරයි ,පුද්ගලයෙකු කඹයක ආධාරයෙන් කන්දක් නගියි,4.0,train
මිනිසෙකු කන්දක් තරණය කරයි ,කදු තරණයේ නියැලෙන උඩුකය නිරුවත් පුද්ගලයෙක් ලණුවක් අධාරයෙන් ඉහලට නගියි ,3.35,train
පුද්ගලයෙකු කඹයක ආධාරයෙන් කන්දක් නගියි,කදු තරණයේ නියැලෙන උඩුකය නිරුවත් පුද්ගලයෙක් ලණුවක් අධාරයෙන් ඉහලට නගියි ,4.35,test
යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,මෝටර් සයිකල් තරඟයක,2.35,train
යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,3.65,test
යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,3.35,train
යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,2.0,train
මෝටර් සයිකල් තරඟයක,මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,3.35,test
මෝටර් සයිකල් තරඟයක,යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,4.35,test
මෝටර් සයිකල් තරඟයක,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,2.0,test
මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,3.65,train
මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,2.65,test
යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,2.35,train
අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි, තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,0.0,test
අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි,මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,3.0,train
අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි,පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,3.35,test
අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,3.35,test
 තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,0.0,test
 තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,0.0,train
 තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,0.0,test
මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,5.0,train
මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,3.65,test
පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,3.65,test
ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,0.0,test
ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,3.35,test
ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,4.35,test
ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,3.0,train
තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,0.0,test
තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,0.0,train
තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,0.0,train
ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,3.35,test
ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,3.0,train
ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,2.65,test
ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,3.65,train
ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,4.0,test
ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,4.65,train
ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,2.0,test
රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,4.0,train
රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,3.35,train
රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,2.35,train
ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,3.0,test
ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,2.35,train
ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,3.65,train
අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,රතු පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,0.0,test
අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,මෝටර් න්බයිසිකලයකින් මිනිසෙක් කන්දක් පහලට පනියි ,2.35,test
අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,ක්‍රීඩකයෙකු  කඳුකර පෙදෙසක පාපැදියක් ධාවනය කරයි,2.65,train
අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,කදුකර මාර්ගයක පාපැදියක් ගම්න් කරයි ,2.0,train
රතු පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,මෝටර් න්බයිසිකලයකින් මිනිසෙක් කන්දක් පහලට පනියි ,0.65,test
